recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;huh_name;geo_col;wiki_url;colnum;orig_bc;orig_recby;orig_detby
Forbes, HO;1293;nan;<NA>;01/01/1880 - 31/12/1882;East Java;South East Java;P04449567;Indonésie;<NA>;indet.;0;0;0;0;;;1;1;1880;;;;0;0;0;;;0;0;0;0;0;1293;P04449567;Forbes, H.O.;<NA>
Poilane;7363;nan;<NA>;05/08/1923 - 05/08/1923;Đà Nẵng;Annam : Ba-na près Tourane. 1200 m alt.;P04450132;Viet Nam;<NA>;indet.;0;0;0;0;;;5;8;1923;;;;0;0;0;107.989;15.998;0;0;0;0;0;7363;P04450132;Poilane;<NA>
Pierre, L;729;nan;<NA>;01/05/1870 - 31/05/1870;Kampong Speu;in mont. Knangue Repoeu. Alt. 2-600 met.;P04450816;Cambodge;Polyalthia;jucunda;0;0;0;0;;;1;5;1870;;;;0;0;0;103.849;11.616;0;0;0;0;0;729;P04450816;Pierre, L.;<NA>
Pierre, L;738;nan;<NA>;01/04/1870 - 30/04/1870;Kratie;basi montis Schriou Cambodia);P04450832;Cambodge;Orophea;thorelii;0;0;0;0;;;1;4;1870;;;;0;0;0;106.155;13.111;0;0;0;0;0;738;P04450832;Pierre, L.;<NA>
Poilane, E;17435;nan;<NA>;02/06/1930 - 02/06/1930;Kampong Speu;Cambodge : Kil 15 de la route de Kg. Speu a Srê Umbel;P01986400;Cambodge;Artabotrys;intermedius;0;0;0;0;;;2;6;1930;;;;0;0;0;104.422;11.4146;0;0;0;0;0;17435;P01986400;Poilane, E.;<NA>
Poilane;3169;nan;<NA>;04/05/1922 - 04/05/1922;Khánh Hòa;Annam : Ninh hoa près Nhatrang;P01986401;Viet Nam;Artabotrys;intermedius;0;0;0;0;;;4;5;1922;;;;0;0;0;109.1270865;12.4934379;0;0;0;0;0;3169;P01986401;Poilane;<NA>
Poilane;3169;nan;<NA>;04/05/1922 - 04/05/1922;Khánh Hòa;Annam Ninh hoa près Nhatrang;P01986402;Viet Nam;Artabotrys;intermedius;0;0;0;0;;;4;5;1922;;;;0;0;0;109.1270865;12.4934379;0;0;0;0;0;3169;P01986402;Poilane;<NA>
Counillon;;nan;01/12/1983 - 31/12/1983;<NA>;;Cochinchine et Laos;P01986475;<NA>;Ellipeiopsis;cherrevensis;0;0;0;0;<NA>;<NA>;;;;1;12;1983;0;0;0;;;0;0;0;0;0;nan;P01986475;Counillon;van Heusden, E.C.H.
Poilane, E;17565;nan;01/12/1983 - 31/12/1983;11/06/1930 - 11/06/1930;Kampong Speu;Cambodge : entre Pum Lovéa et Pum Rong pro: Kg Speu;P01986476;Cambodge;Ellipeiopsis;cherrevensis;0;0;0;0;;;11;6;1930;1;12;1983;0;0;0;104.069;11.408;0;0;0;0;0;17565;P01986476;Poilane, E.;van Heusden, E.C.H.
Kerr, AFG;636;nan;01/12/1983 - 31/12/1983;06/05/1909 - 06/05/1909;Chiang Mai(เชียงใหม่);Doi Sootep Chieng mai 1000' - 1500';P01986477;Thaïlande;Ellipeiopsis;cherrevensis;0;0;0;0;;;6;5;1909;1;12;1983;0;0;0;98.8885;18.831;0;0;0;0;0;636;P01986477;Kerr, A.F.G.;Van Heusden, E.C.H.
Larsen, K;34015;nan;<NA>;02/07/1974 - 02/07/1974;Kanchanaburi(กาญจนบุรี);Thailand. South est: Kanchanaburi: Erawan. Alt.: 100-300 m;P01986478;Thaïlande;Ellipeiopsis;cherrevensis;0;0;0;0;;;2;7;1974;;;;0;0;0;99.91666666666667;14.333333333333334;0;0;0;0;0;34015;P01986478;Larsen, K.;<NA>
Larsen, K;31688;nan;<NA>;11/08/1972 - 11/08/1972;Chaiyaphum(ชัยภูมิ);Thailand. Eastern : Chum Phae. Chaiyaphum. alt. 300-400 m;P01986479;Thaïlande;Ellipeiopsis;cherrevensis;0;0;0;0;;;11;8;1972;;;;0;0;0;102.0;16.216666666666665;0;0;0;0;0;31688;P01986479;Larsen, K.;Larsen, K. et Larsen, S.S.
Geesink, R;5835;nan;01/01/1987 - 31/12/1987;12/06/1973 - 12/06/1973;Chiang Mai(เชียงใหม่);N. Thailand, Prov.: Chieng mai, near Bo luang. Alt. c. 400 m.;P01986481;Thaïlande;Ellipeiopsis;cherrevensis;0;0;0;0;;;12;6;1973;1;1;1987;0;0;0;98.41666666666667;18.75;0;0;0;0;0;5835;P01986481;Geesink, R.;van Setten, A.K.
Thorel;2193;nan;01/01/1983 - 31/12/1983;01/01/1866 - 31/12/1868;Stung Treng;Stung-treng. Expédition du Mé-Kong;P01986482;Cambodge;Ellipeiopsis;cherrevensis;0;0;0;0;;;1;1;1866;1;1;1983;0;0;0;105.9686727;13.5271207;0;0;0;0;0;2193;P01986482;Thorel;van Heusden, E.C.H.
Thorel;2199;nan;<NA>;01/01/1866 - 31/12/1868;Stung Treng;Stung Streng. Expédition du Mé-Kong.;P01986483;Cambodge;Ellipeiopsis;cherrevensis;0;0;0;0;;;1;1;1866;;;;0;0;0;105.9686727;13.5271207;0;0;0;0;0;2199;P01986483;Thorel;<NA>
Dournes, J;120;Kessler, P;01/06/2004 - 30/06/2004;<NA>;Gia Lai;Vietnam: Hau Bon (Cheo Reo) prov. du Dac Lac;P01986484;Viet Nam;Ellipeiopsis;cherrevensis;0;0;0;0;;;;;;1;6;2004;0;0;0;108.4686;13.36146;0;0;0;0;0;120;P01986484;Dournes, J.;Kessler, P.
Dournes, J;;Kessler, P;01/06/2009 - 30/06/2009;<NA>;Gia Lai;Vietnam : Hau Bon (Cheo Reo) prov. du Dac Lac;P01986485;Viet Nam;Ellipeiopsis;cherrevensis;0;0;0;0;<NA>;<NA>;;;;1;6;2009;0;0;0;108.45;13.4;0;0;0;0;0;nan;P01986485;Dournes, J.;Kessler, P.
Dournes, J;;Kessler, P;01/06/2004 - 30/06/2004;<NA>;Gia Lai;Vietnam : Hau Bon (Cheo Reo) prov. du Dac Lac;P01986486;Viet Nam;Ellipeiopsis;cherrevensis;0;0;0;0;<NA>;<NA>;;;;1;6;2004;0;0;0;108.45;13.4;0;0;0;0;0;nan;P01986486;Dournes, J.;Kessler, P.
Leschenault;;Meade, C;01/01/2000 - 31/12/2000;<NA>;;Java;P01986491;Indonésie;Ellipeia;dulcis;0;0;0;0;<NA>;<NA>;;;;1;1;2000;0;0;0;;;0;0;0;0;0;nan;P01986491;Leschenault;Meade, C.
Zollinger;2683;Meade, C;01/01/2000 - 31/12/2000;<NA>;;Planta Javanica.;P01986492;Indonésie;Ellipeia;dulcis;0;0;0;0;;;;;;1;1;2000;0;0;0;;;0;0;0;0;0;2683;P01986492;Zollinger;Meade, C.
Zollinger;2683;Meade, C;01/01/2000 - 31/12/2000;16/02/1845 - 16/02/1845;East Java;In fruticetis littoris prope Puger. Prov: Bondowosso;P01986493;Indonésie;Ellipeia;dulcis;0;0;0;0;;;16;2;1845;1;1;2000;0;0;0;113.4767344;-8.3777935;0;0;0;0;0;2683;P01986493;Zollinger;Meade, C.
Griffith;;nan;<NA>;<NA>;Melaka;Malacca;P01986494;Malaisie;Ellipeia;cuneifolia;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;102.2486651;2.1942647;0;0;0;0;0;nan;P01986494;Griffith;<NA>
King;4623;nan;<NA>;01/07/1883 - 31/07/1883;Perak;Malay Peninsula. Larut, Perak. Gopeng Kinta. alt. 500 to 1000 ft;P01986495;Malaisie;Ellipeia;cuneifolia;0;0;0;0;;;1;7;1883;;;;0;0;0;101.168079;4.476786;0;0;0;0;0;4623;P01986495;King;<NA>
King;5844;nan;<NA>;01/04/1884 - 30/04/1884;Perak;Malay Peninsula. Larut, Perak. alt. 300 to  800 ft.;P01986496;Malaisie;Ellipeia;cuneifolia;0;0;0;0;;;1;4;1884;;;;0;0;0;100.75;4.8;0;0;0;0;0;5844;P01986496;King;<NA>
Haviland, GD;1504;nan;<NA>;01/01/1892 - 31/12/1892;Sarawak;Borneo. Sk. n. Kuching;P01986497;Malaisie;Ellipeia;cuneifolia;0;0;0;0;;;1;1;1892;;;;0;0;0;110.3439862;1.5574127;0;0;0;0;0;1504;P01986497;Haviland, G.D.;<NA>
Griffith;;Pierre, L;<NA>;01/01/1863 - 31/12/1863;Melaka;Malacca;P01986498;Malaisie;Ellipeia;cuneifolia;0;0;0;0;<NA>;<NA>;1;1;1863;;;;0;0;0;102.2486651;2.1942647;0;0;0;0;0;nan;P01986498;Griffith;Pierre, L.
Griffith;431;nan;<NA>;<NA>;Melaka;Malacca;P01986499;Malaisie;Ellipeia;cuneifolia;0;0;0;0;;;;;;;;;0;0;0;102.2486651;2.1942647;0;0;0;0;0;431;P01986499;Griffith;<NA>
Poilane;6651;Kessler, P;01/11/2003 - 30/11/2003;24/05/1923 - 24/05/1923;Khánh Hòa;Annam : massif de la Mère et l'enfant p. Nhatrang. 500 m alt. Versant Sud-Est du massif de la Mère et l'enfant.;P01986500;Viet Nam;Ellipeia;sp.;0;0;0;0;;;24;5;1923;1;11;2003;0;0;0;109.005;12.655;0;0;0;0;0;6651;P01986500;Poilane;Kessler, P.
Poilane, E;18338;Kessler, P;01/11/2003 - 30/11/2003;13/09/1930 - 13/09/1930;Kon Tum;Annam : Dak Tô pro: Kontum. 1000 m alt.;P01986501;Viet Nam;Ellipeia;sp.;0;0;0;0;;;13;9;1930;1;11;2003;0;0;0;107.840036;14.6612477;0;0;0;0;0;18338;P01986501;Poilane, E.;Kessler, P.
Elmer, ADE;20465;Kessler, P;01/11/2003 - 30/11/2003;01/10/1922 - 31/03/1923;Sabah;Tawao, Elphinstone Province, British North Borneo;P01986502;Malaisie;Enicosanthum;paradoxum;0;0;0;0;;;1;10;1922;1;11;2003;0;0;0;117.885331;4.2435206;0;0;0;0;0;20465;P01986502;Elmer, A.D.E.;Kessler, P.
Ramos, M;48046;nan;<NA>;01/09/1926 - 31/10/1926;Quezon;Philippines. Alabat Island;P01986503;Philippines;Enicosanthum;grandifolium;0;0;0;0;;;1;9;1926;;;;0;0;0;122.05;14.117;0;0;0;0;0;48046;P01986503;Ramos, M.;<NA>
Elmer, ADE;20776;nan;<NA>;01/10/1922 - 31/03/1923;Sabah;Tawao, Elphinstone Province, British North Borneo;P01986504;Malaisie;Enicosanthum;grandifolium;0;0;0;0;;;1;10;1922;;;;0;0;0;117.885331;4.2435206;0;0;0;0;0;20776;P01986504;Elmer, A.D.E.;<NA>
Dykes;;nan;<NA>;<NA>;Mannar;Manaar. Ceylon.;P01988699;Sri Lanka;Polyalthia;suberosa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;79.9137786;8.9772444;0;0;0;0;0;nan;P01988699;Dykes;<NA>
Thwaites;1035;nan;<NA>;01/01/1854 - 31/12/1854;;Ceylan.;P01988700;Sri Lanka;Polyalthia;suberosa;0;0;0;0;;;1;1;1854;;;;0;0;0;;;0;0;0;0;0;1035;P01988700;Thwaites;<NA>
Thwaites;1035;nan;<NA>;<NA>;;Ceylan;P01988701;Sri Lanka;Polyalthia;suberosa;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1035;P01988701;Thwaites;<NA>
Thwaites;1035;nan;<NA>;<NA>;;Flora Zeylanica;P01988702;Sri Lanka;Polyalthia;suberosa;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1035;P01988702;Thwaites;<NA>
Wight;22;nan;<NA>;<NA>;;Peninsula Indiae Orientalis;P01988705;<NA>;Polyalthia;suberosa;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;22;P01988705;Wight;<NA>
Pierre, L;;Pierre, L;<NA>;01/04/1863 - 30/04/1863;West Bengal;Barakpoor in Bengalia;P01988707;Inde;Polyalthia;suberosa;0;0;0;0;<NA>;<NA>;1;4;1863;;;;0;0;0;88.36333333333333;22.765833333333333;0;0;0;0;0;nan;P01988707;Pierre, L.;Pierre, L.
Leschenault;120;nan;<NA>;<NA>;;Sud de la peninsule de l'inde. Mtes de Cottalam;P01988708;Inde;Polyalthia;suberosa;0;0;0;0;;;;;;;;;0;0;0;77.245;8.6;0;0;0;0;0;120;P01988708;Leschenault;<NA>
Leschenault;120;nan;<NA>;<NA>;;Sud de la peninsule de l'inde. Mtes de Cottalam;P01988710;Inde;Polyalthia;suberosa;0;0;0;0;;;;;;;;;0;0;0;77.245;8.6;0;0;0;0;0;120;P01988710;Leschenault;<NA>
Leschenault;120;nan;<NA>;<NA>;;Sud de la peninsule de l'inde. Mtes de Cottalam;P01988711;Inde;Polyalthia;suberosa;0;0;0;0;;;;;;;;;0;0;0;77.245;8.6;0;0;0;0;0;120;P01988711;Leschenault;<NA>
Leschenault;120;nan;<NA>;<NA>;;Sud de la peninsule de l'inde. Mtes de Cottalam;P01988712;Inde;Polyalthia;suberosa;0;0;0;0;;;;;;;;;0;0;0;77.245;8.6;0;0;0;0;0;120;P01988712;Leschenault;<NA>
Thomson, G;;nan;<NA>;<NA>;Tamil Nadu;Ind. Or. Madras. Regio. tropica.;P01988715;Inde;Polyalthia;suberosa;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;80.270186;13.0836939;0;0;0;0;0;nan;P01988715;Thomson, G.;<NA>
Leschenault;120;nan;<NA>;<NA>;;Sud de la peninsule de l'inde. Mtes de Cottalam;P01988717;Inde;Polyalthia;suberosa;0;0;0;0;;;;;;;;;0;0;0;77.245;8.6;0;0;0;0;0;120;P01988717;Leschenault;<NA>
Theo;1265;Boichard, T et;<NA>;11/02/1989 - 11/02/1989;Selangor;Malaysia. Ulu Gombak;P01988718;Malaisie;Polyalthia;stenopetala;0;0;0;0;;;11;2;1989;;;;0;0;0;101.78;3.3;0;0;0;0;0;1265;P01988718;Theo;Theo et Boichard
Theo;1265;Boichard, T et;<NA>;11/02/1989 - 11/02/1989;Selangor;Malaysia. Ulu Gombak;P01988719;Malaisie;Polyalthia;stenopetala;0;0;0;0;;;11;2;1989;;;;0;0;0;101.669;3.3284;0;0;0;0;0;1265;P01988719;Theo;Theo et Boichard
Deverre;165;nan;<NA>;17/05/1984 - 17/05/1984;Terengganu;Malaya. Sg Lago, Tengganu;P01988720;Malaisie;Polyalthia;stenophylla;0;0;0;0;;;17;5;1984;;;;0;0;0;103.088;5.21;0;0;0;0;0;165;P01988720;Deverre;<NA>
King;7658;nan;<NA>;01/05/1885 - 31/05/1885;Perak;Malay Peninsula. Perak. Larut. alt. 300 to 500 ft;P01988721;Malaisie;Polyalthia;stenophylla;0;0;0;0;;;1;5;1885;;;;0;0;0;100.792;4.862;0;0;0;0;0;7658;P01988721;King;<NA>
Hansen, B;11313;Sinclair;<NA>;05/03/1964 - 05/03/1964;Nakhon Nayok(นครนายก);Thailand. Khao Yai. Alt. 800 m.;P01988722;Thaïlande;Polyalthia;socia;0;0;0;0;;;5;3;1964;;;;0;0;0;101.369;14.441;0;0;0;0;0;11313;P01988722;Hansen, B.;Sinclair
Theo;1174;Boichard, T et;<NA>;27/07/1988 - 27/07/1988;Terengganu;Malaysia. Hutan Simpan Bukit Kesing, Terenganu;P01988723;Malaisie;Polyalthia;socia;0;0;0;0;;;27;7;1988;;;;0;0;0;102.863;5.2085;0;0;0;0;0;1174;P01988723;Theo;Theo et Boichard
Theo;1174;Boichard, T et;<NA>;27/07/1988 - 27/07/1988;Terengganu;Malaysia. Hutan Simpan Bukit Kesing, Terenganu;P01988724;Malaisie;Polyalthia;socia;0;0;0;0;;;27;7;1988;;;;0;0;0;102.863;5.2085;0;0;0;0;0;1174;P01988724;Theo;Theo et Boichard
Theo;1174;Boichard, T et;<NA>;27/07/1988 - 27/07/1988;Terengganu;Malaysia. Hutan Simpan Bukit Kesing, Trengganu;P01988725;Malaisie;Polyalthia;socia;0;0;0;0;;;27;7;1988;;;;0;0;0;102.863;5.2085;0;0;0;0;0;1174;P01988725;Theo;Theo et Boichard
Pierre, L;1751 A;Pierre, L;<NA>;01/05/1874 - 31/05/1874;West Bengal;Cult. in h. b. Calcutt.;P01988726;Inde;Polyalthia;simiarum;0;0;0;0;;A;1;5;1874;;;;0;0;0;88.288;22.558;0;0;0;0;0;1751;P01988726;Pierre, L.;Pierre, L.
King;;nan;<NA>;20/06/1881 - 20/06/1881;Sikkim;Sikkim Himalaya.;P01988729;Inde;Polyalthia;simiarum;0;0;0;0;<NA>;<NA>;20;6;1881;;;;0;0;0;;;0;0;0;0;0;nan;P01988729;King;<NA>
Anderson;;nan;<NA>;01/01/1866 - 31/12/1866;West Bengal;Cult. in Hort. Bot. Calcuttensis.;P01988730;Inde;Polyalthia;simiarum;0;0;0;0;<NA>;<NA>;1;1;1866;;;;0;0;0;88.288;22.558;0;0;0;0;0;nan;P01988730;Anderson;<NA>
Hose, C;72;Sinclair, J;10/09/1959 - 10/09/1959;01/01/1895 - 31/01/1895;Sarawak;Miri river. Baram district, Sarawak.;P01988732;Malaisie;Polyalthia;rumphii;0;0;0;0;;;1;1;1895;10;9;1959;0;0;0;114.029;4.412;0;0;0;0;0;72;P01988732;Hose, C.;Sinclair, J.
Ngadiman;34691;Corner, EJH;<NA>;21/02/1938 - 21/02/1938;North-West;Malay Peninsula. Bukit Timah : Singapore;P01988733;Singapour;Polyalthia;rumphii;0;0;0;0;;;21;2;1938;;;;0;0;0;103.7763724;1.3546901;0;0;0;0;0;34691;P01988733;Ngadiman;Corner, E.J.H.
Pierre, L;738;Pierre, L;<NA>;01/04/1870 - 30/04/1870;Kampong Speu;basi montis Schreou (Cambodia);P04450833;Cambodge;Orophea;sp.;0;0;0;0;;;1;4;1870;;;;0;0;0;104.208;11.96;0;0;0;0;0;738;P04450833;Pierre, L.;Pierre, L.
Pierre, L;744;nan;<NA>;01/05/1870 - 31/05/1870;Kampot;In montibus Tamire. alt : 1200 met. provin. Tpong (Cambodia);P04450836;Cambodge;Goniothalamus;tamirensis;0;0;0;0;;;1;5;1870;;;;0;0;0;104.0109;10.70477;0;0;0;0;0;744;P04450836;Pierre, L.;<NA>
Pierre, L;736;nan;<NA>;01/05/1870 - 31/05/1870;Kampong Speu;ad pedes montis Rancon. Cambodia.;P04450840;Cambodge;<NA>;indet.;0;0;0;0;;;1;5;1870;;;;0;0;0;104.5333;11.4666;0;0;0;0;0;736;P04450840;Pierre, L.;<NA>
Pierre, L;735;nan;<NA>;<NA>;Kampong Speu;in montibus Pra in prov. Samrong Tong in Cambodia. alt. 300 met;P04450842;Cambodge;Mitrephora;tomentosa;0;0;0;0;;;;;;;;;0;0;0;104.3;11.644;0;0;0;0;0;735;P04450842;Pierre, L.;<NA>
Beccari;1159;nan;<NA>;<NA>;;Bornéo;P04450987;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1159;P04450987;Beccari;<NA>
Beccari;1159;nan;<NA>;<NA>;;Bornéo.;P04450988;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1159;P04450988;Beccari;<NA>
Gaudichaud;208;nan;<NA>;01/01/1837 - 31/01/1837;Đà Nẵng;Cochinchine. Tourane;P04451246;Viet Nam;<NA>;indet.;0;0;0;0;;;1;1;1837;;;;0;0;0;108.212;16.068;0;0;0;0;0;208;P04451246;Gaudichaud;<NA>
Bon;5101;nan;<NA>;03/02/1892 - 03/02/1892;;Tonkin;P04451248;Viet Nam;<NA>;indet.;0;0;0;0;;;3;2;1892;;;;0;0;0;;;0;0;0;0;0;5101;P04451248;Bon;<NA>
Bon, H;5101;nan;<NA>;03/02/1892 - 03/02/1892;Thanh Hóa;(TH) Dông Trung. Tonkin méridional.;P04451252;Viet Nam;<NA>;indet.;0;0;0;0;;;3;2;1892;;;;0;0;0;105.45;19.8667;0;0;0;0;0;5101;P04451252;Bon, H.;<NA>
Pierre, L;546;nan;<NA>;12/04/1870 - 12/04/1870;Kampong Speu;in montibus Schriou;P04456465;Cambodge;Polyalthia;debilis;0;0;0;0;;;12;4;1870;;;;0;0;0;104.208;11.96;0;0;0;0;0;546;P04456465;Pierre, L.;<NA>
Godefroy;;nan;<NA>;20/06/1875 - 20/06/1875;Pursat;Cambodge. mont de Pursat;P04458079;Cambodge;<NA>;indet.;0;0;0;0;<NA>;<NA>;20;6;1875;;;;0;0;0;103.859;12.4;0;0;0;0;0;nan;P04458079;Godefroy;<NA>
Godefroy;;nan;<NA>;01/01/1875 - 31/12/1875;;Cambodge;P04458080;Cambodge;<NA>;indet.;0;0;0;0;<NA>;<NA>;1;1;1875;;;;0;0;0;;;0;0;0;0;0;nan;P04458080;Godefroy;<NA>
Beccari, O;1517;nan;<NA>;<NA>;;Bornéo;P04458384;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1517;P04458384;Beccari, O.;<NA>
Beccari, O;1836;nan;<NA>;<NA>;;Bornéo;P04458385;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1836;P04458385;Beccari, O.;<NA>
Beccari, O;1983;nan;<NA>;<NA>;;Bornéo.;P04458386;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1983;P04458386;Beccari, O.;<NA>
Beccari, O;1819;nan;<NA>;<NA>;;Bornéo;P04458387;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1819;P04458387;Beccari, O.;<NA>
Beccari, O;1185;nan;<NA>;<NA>;;Bornéo;P04458388;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1185;P04458388;Beccari, O.;<NA>
Beccari, O;1560;nan;<NA>;<NA>;;Bornéo;P04458389;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1560;P04458389;Beccari, O.;<NA>
Beccari, O;1444;nan;<NA>;<NA>;;Bornéo.;P04458390;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1444;P04458390;Beccari, O.;<NA>
Beccari, O;795;nan;<NA>;<NA>;;Bornéo;P04458391;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;795;P04458391;Beccari, O.;<NA>
Beccari, O;1041;nan;<NA>;<NA>;;Bornéo.;P04458392;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1041;P04458392;Beccari, O.;<NA>
Beccari, O;1410;nan;<NA>;<NA>;;Bornéo;P04458393;<NA>;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;1410;P04458393;Beccari, O.;<NA>
Pierre, L;607;nan;<NA>;01/05/1870 - 31/05/1870;Kampong Speu;a pice montis Knangue Reheu (prov Tpong Cambodia);P04459034;Cambodge;<NA>;indet.;0;0;0;0;;;1;5;1870;;;;0;0;0;103.849;11.616;0;0;0;0;0;607;P04459034;Pierre, L.;<NA>
Pierre, L;607;nan;<NA>;01/05/1870 - 31/05/1870;Kampong Speu;Apice montis Knangue Reheu (prov Tpong Cambodia);P04459035;Cambodge;<NA>;indet.;0;0;0;0;;;1;5;1870;;;;0;0;0;103.849;11.616;0;0;0;0;0;607;P04459035;Pierre, L.;<NA>
Pierre, L;822;nan;<NA>;01/06/1870 - 30/06/1870;Pursat;prope ripas fluminis Pusath Cambodia;P04459036;Cambodge;<NA>;indet.;0;0;0;0;;;1;6;1870;;;;0;0;0;104.055;12.612;0;0;0;0;0;822;P04459036;Pierre, L.;<NA>
Pierre, L;616;nan;<NA>;01/05/1870 - 31/05/1870;Kampong Speu;in montibus Knang Repoeu, alt. 400 - 800 met (prov. Tpong Cambodia);P04459044;Cambodge;<NA>;indet.;0;0;0;0;;;1;5;1870;;;;0;0;0;103.849;11.616;0;0;0;0;0;616;P04459044;Pierre, L.;<NA>
Poilane;9070;nan;<NA>;<NA>;;[Vietnam];P04459618;Viet Nam;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;9070;P04459618;Poilane;<NA>
Poilane;12206;nan;<NA>;<NA>;;[Laos];P04459619;Laos, République démocratique populaire;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;12206;P04459619;Poilane;<NA>
Poilane;;nan;<NA>;<NA>;;<NA>;P04459622;<NA>;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;0;0;0;nan;P04459622;Poilane;<NA>
Poilane;12046;nan;<NA>;<NA>;;[Vietnam];P04459623;Viet Nam;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;12046;P04459623;Poilane;<NA>
Poilane;12046;nan;<NA>;<NA>;;[Vietnam];P04459624;Viet Nam;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;12046;P04459624;Poilane;<NA>
Poilane, E;9904;nan;<NA>;05/04/1924 - 05/04/1924;Ninh Thuận;Annam : Ka Rom, prov. Phanrang. 500 m alt.;P04459627;Viet Nam;<NA>;indet.;0;0;0;0;;;5;4;1924;;;;0;0;0;109.083;11.783;0;0;0;0;0;9904;P04459627;Poilane, E.;<NA>
Poilane, E;9904;nan;<NA>;05/04/1924 - 05/04/1924;Ninh Thuận;Annam : Ka Rom, prov. Phanrang. 500 m alt.;P04459628;Viet Nam;<NA>;indet.;0;0;0;0;;;5;4;1924;;;;0;0;0;109.083;11.783;0;0;0;0;0;9904;P04459628;Poilane, E.;<NA>
Poilane;8318;nan;<NA>;<NA>;;<NA>;P04459629;Viet Nam;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;8318;P04459629;Poilane;<NA>
Poilane;8318;nan;<NA>;<NA>;;<NA>;P04459630;Viet Nam;<NA>;indet.;0;0;0;0;;;;;;;;;0;0;0;;;0;0;0;0;0;8318;P04459630;Poilane;<NA>
Elmer, ADE;20665;nan;<NA>;01/10/1922 - 31/03/1923;Sabah;Tawao, Elphinstone Province, British North Borneo;P01986505;Malaisie;Enicosanthum;grandifolium;0;0;0;0;;;1;10;1922;;;;0;0;0;117.885331;4.2435206;0;0;0;0;0;20665;P01986505;Elmer, A.D.E.;<NA>
Elmer, ADE;12854;Kessler, P;01/05/2004 - 31/05/2004;01/03/1911 - 31/03/1911;Palawan;Philippine Islands. Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;P01986506;Philippines;Enicosanthum;grandifolium;0;0;0;0;;;1;3;1911;1;5;2004;0;0;0;118.7350414;9.7376025;0;0;0;0;0;12854;P01986506;Elmer, A.D.E.;Kessler, P.
Elmer, ADE;15467;nan;<NA>;01/11/1915 - 30/11/1915;Sorsogon;Philippine Islands. Irosin (Mt. Sulusan), Province of Sorsogon, island of Luzon;P01986507;Philippines;Enicosanthum;grandifolium;0;0;0;0;;;1;11;1915;;;;0;0;0;124.0320966;12.7038417;0;0;0;0;0;15467;P01986507;Elmer, A.D.E.;<NA>
Ramos, M;36681;nan;<NA>;01/10/1919 - 31/10/1919;Maguindanao;Philippines. Mt. Tubuan. Zamboanga District. Mindanao;P01986509;Philippines;Enicosanthum;grandifolium;0;0;0;0;;;1;10;1919;;;;0;0;0;124.014;7.001;0;0;0;0;0;36681;P01986509;Ramos, M.;<NA>
Ramos, M;;nan;<NA>;01/08/1923 - 31/10/1923;Bohol;Philippines. Bohol;P01986510;Philippines;Enicosanthum;grandifolium;0;0;0;0;<NA>;<NA>;1;8;1923;;;;0;0;0;124.1616;9.8333;0;0;0;0;0;nan;P01986510;Ramos, M.;<NA>
