scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;to_check;to_check_det
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Borneo, Tumbang Tapi;-1.016667;113.0;Veldkamp, JF;Veldkamp, JF  8273 ;16;1;1983;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1758280;0;0;0;Veldkamp;;0;;;;0;0;0;L1758280;8273;cauliflora;Veldkamp JF;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;Mt. Njapa on Kelai River.;1.416666;115.883333;Kostermans, AJGH;Kostermans, AJGH  21433 ;22;10;1963;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1755616;0;0;0;Kostermans;;0;;;;0;0;0;L1755616;21433;sumatranus;Kostermans AJGH;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Borneo, Tumbang Tapi;-1.016667;113.0;Veldkamp, JF;Veldkamp, JF  8273 ;16;1;1983;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1758282;0;0;0;Veldkamp;;0;;;;0;0;0;L1758282;8273;cauliflora;Veldkamp JF;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Annonaceae;<NA>;ID;Borneo, Bukit Raya.;-0.75;112.75;Nooteboom, HP;Nooteboom, HP  4517 A;16;1;1983;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1757874;0;0;0;Nooteboom;A;0;;;;0;0;0;L1757874;4517;;Nooteboom HP;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Atjeh province, Sumatra, Indonesia, Middle Alas River.;2.916667;97.95;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  20154 ";21;7;1985;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1758415;0;0;0;Wilde;;0;;;;0;0;0;L1758415;20154;cauliflora;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Cyathocalyx havilandii Boerl.;Drepananthus;ID;"East Borneo; Balikpapan dirstrl, Sg. Mentawir region near village Mentawir low";-1.033333;116.766667;Kostermans, AJGH;Kostermans, AJGH  10169 ;4;3;1955;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1756019;0;0;0;Kostermans;;0;;;;0;0;0;L1756019;10169;havilandii;Kostermans AJGH;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Cananga odorata var. velutina (Blume) Koord. & Valeton;Uvaria;ID;Archipel. Ind. Java, Oost Tegal.;-6.8694;109.1402;Wind;Wind  6 ;;;;Bakhuizen van den Brink Sr RC;1958-05-01T00:00:00;<NA>;Botany;L.1753795;0;0;0;Wind;;0;1;5;1958;0;0;0;L1753795;6;hirsuta;Wind;Bakhuizen van den Brink Sr RC;detby_problem;Bakhuizen van den Brink Sr RC
Cyathocalyx ramuliflorus (Maingay ex Hook.f. & Thomson) Scheff.;Drepananthus;ID;Sumatra, near Permantang Siantar;2.95;99.05;Alston, AHG;Alston, AHG  15249 ;6;4;1954;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1755675;0;0;0;Alston;;0;;;;0;0;0;L1755675;15249;ramuliflorus;Alston AHG;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Dasymaschalon blumei Finet & Gagnep.;Dasymaschalon;ID;Central-Sum., W Indragiri, Taluk region near Bivacque Dewan I;-0.533333;101.583333;Meijer, W;Meijer, W  4275 ;11;1;1956;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1756372;0;0;0;Meijer;;0;;;;0;0;0;L1756372;4275;dasymaschalum;Meijer W;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Annonaceae;<NA>;ID;Borneo, Bukit Raya.;-0.75;112.75;Nooteboom, HP;Nooteboom, HP  4517 A;16;1;1983;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1757876;0;0;0;Nooteboom;A;0;;;;0;0;0;L1757876;4517;;Nooteboom HP;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Annona reticulata L.;Annona;ID;Soemba, Laora;-9.8409;119.9418;Iboet;Iboet 1925 326 ;20;4;1925;Beumée JGB;<NA>;<NA>;Botany;L.1755181;0;0;0;Iboet;;0;;;;0;0;0;L1755181;1925;reticulata;Iboet;Beumée JGB;detby_problem;Beumée JGB
Polyalthia cauliflora var. beccarii (King) J.Sinclair;Polyalthia;MY;Gunong Silantek, Ulu Sg. Silantek Kiri, 85th Mile, S'ggang Road, 2nd Division;1.05;111.083333;Paie, I bin;Paie, I bin S 42620 ;29;8;1980;"et al.; Rantai Jawa";1984-03-01T00:00:00;<NA>;Botany;L.1758106;0;0;0;Paie;;0;1;3;1984;0;0;0;L1758106;42620;cauliflora;Paie I bin;"et al.; Rantai Jawa";detby_problem;"et al.; Rantai Jawa"
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;Archipel. Ind. Sumatra Res. Benkoelen ond. afd. Redjang.;-3.17;102.5;Idris, M;Idris, M bb 2721 ;1;9;1922;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1755648;0;0;0;Idris;;0;;;;0;0;0;L1755648;2721;sumatranus;Idris M;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Fissistigma sphaerocarpum (Blume) Backer;Fissistigma;ID;Archipel. Ind. Java. Preanger. Djampangkoelon. Fji Ganitri bij Fjiemas.;-7.2579;106.6256;Backer, CA;Backer, CA  25558 ;3;8;1918;Bakhuizen van den Brink Sr RC;1954-11-01T00:00:00;<NA>;Botany;L.1754703;0;0;0;Backer;;0;1;11;1954;0;0;0;L1754703;25558;sphaerocarpum;Backer CA;Bakhuizen van den Brink Sr RC;detby_problem;Bakhuizen van den Brink Sr RC
Fissistigma kingii (Boerl.) Burkill;Fissistigma;ID;Gunung Leuser NR, Atjeh, N Sumatra, Southern part of the reserves, Alas River valley, near the mouth of the Bengkong River, c.50km S of Kutacane;3.0;97.833333;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  18716 ";15;7;1979;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1754189;0;0;0;Wilde;;0;;;;0;0;0;L1754189;18716;kingii;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Dasymaschalon blumei Finet & Gagnep.;Dasymaschalon;ID;Indonesia, Gn Palung Nature Reserve, c100km S of Pontianak, W kalimantan;-1.216667;110.1333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5647 A";30;6;1986;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1756311;0;0;0;Balgooy;A;0;;;;0;0;0;L1756311;5647;dasymaschalum;"Balgooy MMJ van; Setten AK van";"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Friesodielsia bakeri (Merr.) Steenis;Friesodielsia;ID;Nunukan, N of Tarakan, East Borneo, near S. Binusan;4.083333;117.666666;Meijer, W;Meijer, W  2439 ;6;12;1953;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1754989;0;0;0;Meijer;;0;;;;0;0;0;L1754989;2439;bakeri;Meijer W;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Friesodielsia bakeri (Merr.) Steenis;Friesodielsia;ID;Nunukan, N of Tarakan, East Borneo, near S. Binusan;4.083333;117.666666;Meijer, W;Meijer, W  2439 ;6;12;1953;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1754988;0;0;0;Meijer;;0;;;;0;0;0;L1754988;2439;bakeri;Meijer W;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;"Kebar Valley; Div. West Nw. Guinea";-0.8474;133.1457;Schram, FAW;Schram, FAW BW(Ind.) 7867 ;4;11;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753949;0;0;0;Schram;;0;;;;0;0;0;L1753949;7867;odorata;Schram FAW;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Archipel. Ind. Borneo. Soengai Sambas.;1.383333;109.25;Hallier, JG;Hallier, JG  1030 ;1;1;1893;Beumée JGB;<NA>;<NA>;Botany;L.1753716;0;0;0;Hallier;;0;;;;0;0;0;L1753716;1030;odorata;Hallier JG;Beumée JGB;detby_problem;Beumée JGB
Fissistigma latifolium (Dunal) Merr.;Fissistigma;ID;Sumatra, Tandjong Ning;-3.25;103.03;Forbes, HO;Forbes, HO  2827 ;1;1;1881;Bakhuizen van den Brink Sr RC;1954-11-01T00:00:00;<NA>;Botany;L.1754566;0;0;0;Forbes;;0;1;11;1954;0;0;0;L1754566;2827;latifolium;Forbes HO;Bakhuizen van den Brink Sr RC;detby_problem;Bakhuizen van den Brink Sr RC
Cyathocalyx petiolatus Diels;Drepananthus;ID;Beriat (ca 12 km south of Teminaboean) Division W.N. Guinea.;-1.50255;132.00588;Versteegh, C;Versteegh, C BW(Ind.) 4944 ;27;4;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1755567;0;0;0;Versteegh;;0;;;;0;0;0;L1755567;4944;petiolatus;Versteegh C;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Archipel. Ind. Sukatra. Lampong. Estate Wai Lima.;-5.0;105.0;Iboet;Iboet 1921/ 401 ;8;12;1921;Beumée JGB;<NA>;<NA>;Botany;L.1753290;0;0;0;Iboet;;0;;;;0;0;0;L1753290;1921;odorata;Iboet;Beumée JGB;detby_problem;Beumée JGB
Fissistigma kingii (Boerl.) Burkill;Fissistigma;ID;Gunung Leuser NR, Atjeh, N Sumatra, Southern part of the reserves, Alas River valley, near the mouth of the Bengkong River, c.50km S of Kutacane;3.0;97.833333;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  18716 ";15;7;1979;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1754188;0;0;0;Wilde;;0;;;;0;0;0;L1754188;18716;kingii;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;"Anisandau; Kebar valley, Div. West N. Guinea.";-1.184839;133.063983;Schram, FAW;Schram, FAW BW(Ind.) 7818 ;23;10;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753575;0;0;0;Schram;;0;;;;0;0;0;L1753575;7818;odorata;Schram FAW;"Versteegh C; Kalkman C";detby_problem; C
Fissistigma latifolium (Dunal) Merr.;Fissistigma;ID;Medinie;-7.1281;110.4044;Waitz, FAC;Waitz, FAC  s.n. ;;;;Bakhuizen van den Brink Sr RC;1954-11-01T00:00:00;<NA>;Botany;L.1754519;0;0;0;Waitz;;0;1;11;1954;0;0;0;L1754519;nan;latifolium;Waitz FAC;Bakhuizen van den Brink Sr RC;detby_problem;Bakhuizen van den Brink Sr RC
Cananga odorata var. velutina (Blume) Koord. & Valeton;Uvaria;ID;Archipel. Ind. Java, Pekalongan, Soebah.;-6.966667;109.866667;Koorders, SH;Koorders, SH  11404 ;5;10;1891;Bakhuizen van den Brink Sr RC;1958-05-01T00:00:00;<NA>;Botany;L.1753788;0;0;0;Koorders;;0;1;5;1958;0;0;0;L1753788;11404;hirsuta;Koorders SH;Bakhuizen van den Brink Sr RC;detby_problem;Bakhuizen van den Brink Sr RC
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;Java, Gouv. Midden Java, Regentsch. Wonosobo, Wadar-lintang;-7.36;109.9025;Boschproefstation;Boschproefstation Ja 2117 ;29;9;1930;Slageren MWSJM van;<NA>;<NA>;Botany;L.1755635;0;0;0;Boschproefstation;;0;;;;0;0;0;L1755635;2117;sumatranus;Boschproefstation;Slageren MWSJM van;detby_problem;M van
Fissistigma latifolium (Dunal) Merr.;Fissistigma;ID;Sumatra, Tandjong Ning;-3.25;103.03;Forbes, HO;Forbes, HO  2827 ;1;1;1881;Bakhuizen van den Brink Sr RC;1954-11-01T00:00:00;<NA>;Botany;L.1754567;0;0;0;Forbes;;0;1;11;1954;0;0;0;L1754567;2827;latifolium;Forbes HO;Bakhuizen van den Brink Sr RC;detby_problem;Bakhuizen van den Brink Sr RC
Fissistigma fulgens (Hook.f. & Thomson) Merr.;Fissistigma;ID;Malaya, Hutan Simpan Air-Hitam, Puchong, Selangor;0.1;109.1667;Teo, LE;"Teo, LE; Pachiappan, G KL 3454 ";19;2;1986;"Teo LE; David B";<NA>;<NA>;Botany;L.1754256;0;0;0;Teo;;0;;;;0;0;0;L1754256;3454;fulgens;"Teo LE; Pachiappan G";"Teo LE; David B";detby_problem;"Teo LE; David B"
Cananga odorata var. velutina (Blume) Koord. & Valeton;Uvaria;ID;Archipel. Ind. Java, Pekalongan, Soebah.;-6.966667;109.866667;Koorders, SH;Koorders, SH  37015 ;22;6;1899;Bakhuizen van den Brink Sr RC;1958-05-01T00:00:00;<NA>;Botany;L.1753790;0;0;0;Koorders;;0;1;5;1958;0;0;0;L1753790;37015;hirsuta;Koorders SH;Bakhuizen van den Brink Sr RC;detby_problem;Bakhuizen van den Brink Sr RC
Cyathocalyx sumatranus Scheff.;Cyathocalyx;ID;"Gunung Leuser Nat. Res., Ketambe Research Station and vicinity, Alas River valley; c. 35 km. NNW. of Kutacane.";3.666667;97.666667;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  18611 ";11;7;1979;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1755649;0;0;0;Wilde;;0;;;;0;0;0;L1755649;18611;sumatranus;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Sausapor, Onderafd. Sorong, Afd. West N. Guinea;-0.507921;132.087752;Versteegh, C;Versteegh, C BW(Ind.) 3977 ;16;10;1956;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753571;0;0;0;Versteegh;;0;;;;0;0;0;L1753571;3977;odorata;Versteegh C;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Indonesia. West New Guinea, Sidei, 50 Km west of Manokwari.;-0.721791;133.578255;Koster, C;Koster, C BW(Ind.) 6966 ;28;7;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753588;0;0;0;Koster;;0;;;;0;0;0;L1753588;6966;odorata;Koster C;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Beriat. (c. 12 km south of Teminaboean) Division W.N. Guinea.;-1.50255;132.00588;Kalkman, C;Kalkman, C BW(Ind.) 6249 ;20;4;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753926;0;0;0;Kalkman;;0;;;;0;0;0;L1753926;6249;odorata;Kalkman C;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Sidei (±50km west of Manokwari);-0.721791;133.578255;Koster, C;Koster, C BW(Ind.) 6972 ;29;7;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753539;0;0;0;Koster;;0;;;;0;0;0;L1753539;6972;odorata;Koster C;"Versteegh C; Kalkman C";detby_problem; C
Fissistigma Griff.;Fissistigma;ID;Masihi Forest Reserve, Asahan, East Coast.;2.166667;99.7;Krukoff, BA;Krukoff, BA  4071 ;1;10;1932;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1754615;0;0;0;Krukoff;;0;;;;0;0;0;L1754615;4071;;Krukoff BA;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Cyathocalyx bancanus Boerl.;Drepananthus;ID;Archipel. Ind. Sumatra, W. kust. Sidjoendjoeng. Maearo.;-0.7;100.966667;Unknown;Unknown bb 9109 ;10;2;1925;Beumée JGB;<NA>;<NA>;Botany;L.1754125;0;0;0;Unknown;;0;;;;0;0;0;L1754125;9109;ramuliflorus;Unknown;Beumée JGB;detby_problem;Beumée JGB
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Wariki (±50km west of Manokwari), Div. West N. Guinea;-0.833333;133.5;Koster, C;Koster, C BW(Ind.) 6980 ;7;8;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753540;0;0;0;Koster;;0;;;;0;0;0;L1753540;6980;odorata;Koster C;"Versteegh C; Kalkman C";detby_problem; C
Annona reticulata L.;Annona;ID;Soemba, Laora;-9.8409;119.9418;Iboet;Iboet 1925 326 ;20;4;1925;Beumée JGB;<NA>;<NA>;Botany;L.1755182;0;0;0;Iboet;;0;;;;0;0;0;L1755182;1925;reticulata;Iboet;Beumée JGB;detby_problem;Beumée JGB
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Sidai, ±65km west of Manokwari, Div. West N. Guinea;-0.721791;133.578255;Koster, C;Koster, C BW(Ind.) 6729 ;3;10;1957;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753529;0;0;0;Koster;;0;;;;0;0;0;L1753529;6729;odorata;Koster C;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Sidai, ±65km west of Manokwari, Div. West N. Guinea;-0.721791;133.578255;Koster, C;Koster, C BW(Ind.) 6717 ;2;10;1957;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753572;0;0;0;Koster;;0;;;;0;0;0;L1753572;6717;odorata;Koster C;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Valley of the Lower Pami-river ±5km north of Manokwari, Div. West N. Guinea;-0.83333;134.06667;Koster, C;Koster, C BW(Ind.) 4375 ;24;8;1957;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753532;0;0;0;Koster;;0;;;;0;0;0;L1753532;4375;odorata;Koster C;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata var. velutina (Blume) Koord. & Valeton;Uvaria;ID;Archipel. Ind. Java, Pekalongan, Soebah.;-6.966667;109.866667;Koorders, SH;Koorders, SH  14306 ;16;8;1893;Bakhuizen van den Brink Sr RC;1958-05-01T00:00:00;<NA>;Botany;L.1753784;0;0;0;Koorders;;0;1;5;1958;0;0;0;L1753784;14306;hirsuta;Koorders SH;Bakhuizen van den Brink Sr RC;detby_problem;Bakhuizen van den Brink Sr RC
Cananga odorata var. velutina (Blume) Koord. & Valeton;Uvaria;ID;Archipel. Ind. Java, Pekalongan, Soebah.;-6.966667;109.866667;Koorders, SH;Koorders, SH  13445 ;6;6;1893;Bakhuizen van den Brink Sr RC;1958-05-01T00:00:00;<NA>;Botany;L.1753789;0;0;0;Koorders;;0;1;5;1958;0;0;0;L1753789;13445;hirsuta;Koorders SH;Bakhuizen van den Brink Sr RC;detby_problem;Bakhuizen van den Brink Sr RC
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Wariki (c. 50 km of Manokwari). Div. West N. Guinea.;-0.833333;133.5;Schram, FAW;Schram, FAW BW(Ind.) 7647 ;9;8;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753558;0;0;0;Schram;;0;;;;0;0;0;L1753558;7647;odorata;Schram FAW;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Sidei (c. 50 km west of Manokwari) Div. West N. Guinea.;-0.721791;133.578255;Iwanggin, GT;Iwanggin, GT BW(Ind.) 5746 ;22;7;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753916;0;0;0;Iwanggin;;0;;;;0;0;0;L1753916;5746;odorata;Iwanggin GT;"Versteegh C; Kalkman C";detby_problem; C
Fissistigma latifolium (Dunal) Merr.;Fissistigma;ID;Sumatra, Tandjong Ning;-3.25;103.03;Forbes, HO;Forbes, HO  2827 ;1;1;1881;Bakhuizen van den Brink Sr RC;1954-11-01T00:00:00;<NA>;Botany;L.1754565;0;0;0;Forbes;;0;1;11;1954;0;0;0;L1754565;2827;latifolium;Forbes HO;Bakhuizen van den Brink Sr RC;detby_problem;Bakhuizen van den Brink Sr RC
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Warsamson-river, c. 25 km east of Sorong. Div. West N. Guinea.;-0.783333;131.4;Iwanggin, GT;Iwanggin, GT BW(Ind.) 5699 ;11;9;1957;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753923;0;0;0;Iwanggin;;0;;;;0;0;0;L1753923;5699;odorata;Iwanggin GT;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Indonesia. West New Guinea, Sidei, 50 Km west of Manokwari.;-0.721791;133.578255;Koster, C;Koster, C BW(Ind.) 6966 ;28;7;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753538;0;0;0;Koster;;0;;;;0;0;0;L1753538;6966;odorata;Koster C;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Archipel. Ind. Celebes Res. Menado, ond. afd. Tondano.;1.305396;124.9126;Unknown;Unknown bb 5554 ;12;3;1923;Bakhuizen van den Brink Sr RC;<NA>;<NA>;Botany;L.1753653;0;0;0;Unknown;;0;;;;0;0;0;L1753653;5554;odorata;Unknown;Bakhuizen van den Brink Sr RC;detby_problem;Bakhuizen van den Brink Sr RC
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Archipel. Ind. Sumatra Palembang Lematang Ilir.;-3.75;103.75;Endert, FH;Endert, FH E 904 ;25;5;1923;Bakhuizen van den Brink Jr RC;<NA>;<NA>;Botany;L.1753300;0;0;0;Endert;;0;;;;0;0;0;L1753300;904;odorata;Endert FH;Bakhuizen van den Brink Jr RC;detby_problem;Bakhuizen van den Brink Jr RC
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Warsamson-river, c. 25 km east of Sorong. Div. West N. Guinea.;-0.783333;131.4;Iwanggin, GT;Iwanggin, GT BW(Ind.) 5699 ;11;9;1957;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753924;0;0;0;Iwanggin;;0;;;;0;0;0;L1753924;5699;odorata;Iwanggin GT;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Kebar valley, Division West N. Guinea.;-0.8474;133.1457;Koster, C;Koster, C BW(Ind.) 7230 ;4;11;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753557;0;0;0;Koster;;0;;;;0;0;0;L1753557;7230;odorata;Koster C;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Sidei (c. 50 km west of Manokwari) Div. West N. Guinea.;-0.721791;133.578255;Iwanggin, GT;Iwanggin, GT BW(Ind.) 5746 ;22;7;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753915;0;0;0;Iwanggin;;0;;;;0;0;0;L1753915;5746;odorata;Iwanggin GT;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;"Kebar Valley; Div. West N. Guinea";-0.8474;133.1457;Schram, FAW;Schram, FAW BW(Ind.) 7810 ;23;10;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753535;0;0;0;Schram;;0;;;;0;0;0;L1753535;7810;odorata;Schram FAW;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Warsamson (±25km east of Sorong), Div. West N. Guinea;-0.783333;131.4;Schram, FAW;Schram, FAW BW(Ind.) 5903 ;9;9;1957;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753534;0;0;0;Schram;;0;;;;0;0;0;L1753534;5903;odorata;Schram FAW;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  224 ;4;8;1978;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1753708;0;0;0;Leighton;;0;;;;0;0;0;L1753708;224;odorata;Leighton M;"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Kebar valley, Div. West N. Guinea.;-0.8474;133.1457;Koster, C;Koster, C BW(Ind.) 7186 ;29;10;1958;"Versteegh C; Kalkman C";<NA>;<NA>;Botany;L.1753555;0;0;0;Koster;;0;;;;0;0;0;L1753555;7186;odorata;Koster C;"Versteegh C; Kalkman C";detby_problem; C
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Archipel. Ind. Sumatra, Atjeh. Lho Nga. Moesang.;4.0;97.0;Unknown;Unknown bb 5875 ;17;7;1923;Bakhuizen van den Brink Sr RC;<NA>;<NA>;Botany;L.1753299;0;0;0;Unknown;;0;;;;0;0;0;L1753299;5875;odorata;Unknown;Bakhuizen van den Brink Sr RC;detby_problem;Bakhuizen van den Brink Sr RC
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;Archipel. Ind. Sumatra, Djambi, Pahoe.;-2.066667;102.816667;Posthumus, O;Posthumus, O  1069 ;1;10;1925;Beumée JGB;<NA>;<NA>;Botany;L.1749905;0;0;0;Posthumus;;0;;;;0;0;0;L1749905;1069;suaveolens;Posthumus O;Beumée JGB;detby_problem;Beumée JGB
Annona squamosa L.;Annona;ID;Laora;-9.8409;119.9418;Iboet;Iboet 1925 327 ;20;4;1925;Beumée JGB;<NA>;<NA>;Botany;L.1744992;0;0;0;Iboet;;0;;;;0;0;0;L1744992;1925;squamosa;Iboet;Beumée JGB;detby_problem;Beumée JGB
Anaxagorea javanica var. javanica;Anaxagorea;ID;Middle Alas River (Lae Sauraya) area, c. 15 km N. of Gelombang, S. of Bengkong River.;2.916667;97.95;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  20355 ";26;7;1985;"Setten AK van; Heusden ECH van";<NA>;<NA>;Botany;L.1744604;0;0;0;Wilde;;0;;;;0;0;0;L1744604;20355;javanica;"Wilde WJJO de; Wilde-Duyfjes BEE de";"Setten AK van; Heusden ECH van";detby_problem;"Setten AK van; Heusden ECH van"
