recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;colnum;orig_bc;orig_recby;orig_detby
Elmer, ADE;12858;Elmer, ADE;<NA>;01/03/1911 - 31/03/1911;Palawan;Philippine Islands. Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;P00389964;Philippines;Orophea;palawanensis;0;0;0;0;;;1;3;1911;;;;0;0;0;118.7350414;9.7376025;0;0;12858;P00389964;Elmer, A.D.E.;Elmer, A.D.E.
Elmer, ADE;14610;nan;<NA>;01/10/1915 - 31/10/1915;Sorsogon;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon. Island of Luzon;P00390635;Philippines;Artabotrys;stolonifer;0;0;0;0;;;1;10;1915;;;;0;0;0;124.055;12.766;0;0;14610;P00390635;Elmer, A.D.E.;<NA>
Elmer, ADE;13125;Kessler, P;01/11/2003 - 30/11/2003;01/04/1911 - 30/04/1911;Palawan;Philippine Islands. Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;P00390637;Philippines;Meiogyne;mindorensis;0;0;0;0;;;1;4;1911;1;11;2003;0;0;0;118.604;9.792;0;0;13125;P00390637;Elmer, A.D.E.;Kessler, P.
Elmer, ADE;7649;Kessler, P;01/11/2003 - 30/11/2003;01/06/1917 - 31/07/1917;Laguna;Philippine Islands. Los Baños (Mt. Maquiling), Province of Laguna, Island of Luzon;P00390638;Philippines;Meiogyne;mindorensis;0;0;0;0;;;1;6;1917;1;11;2003;0;0;0;121.199;14.134;0;0;7649;P00390638;Elmer, A.D.E.;Kessler, P.
Ramos, M;35186;nan;<NA>;01/05/1919 - 31/05/1919;Dinagat Islands;Philippines. Dinagat island;P00390639;Philippines;Popowia;lanceolata;0;0;0;0;;;1;5;1919;;;;0;0;0;125.62;10.125;0;0;35186;P00390639;Ramos, M.;<NA>
Barnes, PT;560;nan;<NA>;01/03/1904 - 31/03/1904;Bataan;Philippines. Lamao River. Prov. of Bataan, Luzon;P00391137;Philippines;Cyathocalyx;globosus;0;0;0;0;;;1;3;1904;;;;0;0;0;120.578;14.502;0;0;560;P00391137;Barnes, P.T.;<NA>
Merrill, ED;9212;nan;<NA>;01/04/1913 - 30/04/1913;Palawan;Philippines. Taytay. Palawan;P00391143;Philippines;Orophea;merrillii;0;0;0;0;;;1;4;1913;;;;0;0;0;119.5159199;10.8264031;0;0;9212;P00391143;Merrill, E.D.;<NA>
Merrill, ED;9212;nan;<NA>;01/04/1913 - 30/04/1913;Palawan;Philippines. Taytay, Palawan;P00391144;Philippines;Orophea;merrillii;0;0;0;0;;;1;4;1913;;;;0;0;0;119.5159199;10.8264031;0;0;9212;P00391144;Merrill, E.D.;<NA>
Merrill, ED;9212;Kessler, P;01/01/1985 - 31/12/1985;01/04/1913 - 30/04/1913;Palawan;Philippines. Taytay. Palawan;P00391145;Philippines;Orophea;merrillii;0;0;0;0;;;1;4;1913;1;1;1985;0;0;0;119.5159199;10.8264031;0;0;9212;P00391145;Merrill, E.D.;Kessler, P.
Ramos, M;43211;Kessler, P;08/03/1984 - 08/03/1984;01/08/1923 - 31/10/1923;Bohol;Philippines. Bohol.;P00391146;Philippines;Orophea;dolichocarpa;0;0;0;0;;;1;8;1923;8;3;1984;0;0;0;124.16;9.83;0;0;43211;P00391146;Ramos, M.;Kessler, P.
Ramos, M;24468;Kessler, P;08/03/1984 - 08/03/1984;26/02/1916 - 26/02/1916;Northern Samar;Philippines. Catubig River, Samar;P00391147;Philippines;Orophea;leytensis;0;0;0;0;;;26;2;1916;8;3;1984;0;0;0;125.03;12.467;0;0;24468;P00391147;Ramos, M.;Kessler, P.
Ramos, M;36585;nan;<NA>;01/10/1919 - 31/10/1919;Maguindanao;Philippines. Mt. Tubuan. Zamboanga District. Mindanao;P00391148;Philippines;Orophea;megalophylla;0;0;0;0;;;1;10;1919;;;;0;0;0;124.014;7.001;0;0;36585;P00391148;Ramos, M.;<NA>
Cuming;1586;Kessler, P;03/03/1986 - 03/03/1986;<NA>;National Capital Region (NCR);Manille;P00753716;Philippines;Orophea;enterocarpoidea;0;0;0;0;;;;;;3;3;1986;0;0;0;120.9809674;14.5907332;0;0;1586;P00753716;Cuming;Kessler, P.
Cumming;1358;nan;<NA>;<NA>;National Capital Region (NCR);Manille;P01984591;Philippines;Annona;squamosa;0;0;0;0;;;;;;;;;0;0;0;120.9809674;14.5907332;0;0;1358;P01984591;Cumming;<NA>
Merrill;589;Merrill;<NA>;01/08/1914 - 31/08/1914;Batangas;Species Blancoanae. Batangas Province, Luzon.;P01984592;Philippines;Annona;squamosa;0;0;0;0;;;1;8;1914;;;;0;0;0;121.057754;13.7561219;0;0;589;P01984592;Merrill;Merrill
Merrill, ED;1310;Merrill, ED;<NA>;01/05/1913 - 31/05/1913;Palawan;Philippine plants. Palawan;P01984593;Philippines;Annona;squamosa;0;0;0;0;;;1;5;1913;;;;0;0;0;118.75;10.0;0;0;1310;P01984593;Merrill, E.D.;Merrill, E.D.
Merrill;93;Merrill;<NA>;01/05/1914 - 31/05/1914;Pangasinan;Umingan, Pangasinan Province, Luzon.;P01984603;Philippines;Annona;reticulata;0;0;0;0;;;1;5;1914;;;;0;0;0;120.8334911;15.9292773;0;0;93;P01984603;Merrill;Merrill
Hombron;;nan;<NA>;01/01/1838 - 31/12/1840;Zamboanga del Sur;Sanboangon. Pointe S.O. de la presqu'ile S.O. de Mindanao.;P01984604;Philippines;Annona;reticulata;0;0;0;0;<NA>;<NA>;1;1;1838;;;;0;0;0;122.0763695;6.9046004;0;0;nan;P01984604;Hombron;<NA>
Merrill;198;Merrill;<NA>;01/05/1914 - 31/05/1914;Pangasinan;Umingan, Pangasinan Province, Luzon;P01984606;Philippines;Annona;muricata;0;0;0;0;;;1;5;1914;;;;0;0;0;120.8334911;15.9292773;0;0;198;P01984606;Merrill;Merrill
Vanoverbergh, M;3859;nan;<NA>;16/07/1914 - 16/07/1914;Mountain Province;Philippines. Bontoc Subprovince, Luzon.;P01984607;Philippines;Annona;muricata;0;0;0;0;;;16;7;1914;;;;0;0;0;120.976;17.091;0;0;3859;P01984607;Vanoverbergh, M.;<NA>
Ramos, M;;nan;<NA>;01/08/1914 - 31/08/1914;Batangas;Philippine plants. Province of Batangas. Luzon;P01984608;Philippines;Annona;muricata;0;0;0;0;<NA>;<NA>;1;8;1914;;;;0;0;0;120.92550256115466;13.8591144;0;0;nan;P01984608;Ramos, M.;<NA>
Reillo, J;;nan;<NA>;12/08/1912 - 12/08/1912;Basilan;Philippines. Basilan. Binuangan;P01984611;Philippines;Annona;muricata;0;0;0;0;<NA>;<NA>;12;8;1912;;;;0;0;0;121.9888;6.7029;0;0;nan;P01984611;Reillo, J.;<NA>
Ridsdale, CE;SMHI 187;nan;<NA>;22/03/1984 - 22/03/1984;Palawan;Palawan. Puerto Princesa municipality, Irawan R. valley, east side. Altitude: c. 120 m.;P01989331;Philippines;Monanthotaxis;creaghii;0;0;0;0;SMHI;;22;3;1984;;;;0;0;0;118.681;9.82;0;0;187;P01989331;Ridsdale, C.E.;<NA>
Ramos, M;44536;Mols, JB;01/07/1998 - 31/07/1998;01/11/1924 - 31/12/1924;Zambales;Philippines. Mt. Marangay. Zambales Province. Luzon;P01960443;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;1;11;1924;1;7;1998;0;0;0;120.1;15.23;0;0;44536;P01960443;Ramos, M.;Mols, J.B.
Ridsdale, CE;1250;nan;<NA>;25/04/1986 - 25/04/1986;Oriental Mindoro;Philippines. Inland San Teodoro at & above Subaan R. Alt. 750 m.;P01960446;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;25;4;1986;;;;0;0;0;121.0;13.366666666666667;0;0;1250;P01960446;Ridsdale, C.E.;<NA>
Ramos, M;48042;Mols, JB;01/07/1998 - 31/07/1998;01/09/1926 - 31/10/1926;Quezon;Philippines. Alabat island;P01960447;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;1;9;1926;1;7;1998;0;0;0;122.05;14.117;0;0;48042;P01960447;Ramos, M.;Mols, J.B.
Ramos, M;22092;Kessler, P;01/05/2004 - 31/05/2004;01/11/1913 - 31/12/1913;Camarines Sur;Philippines. Mt. Isarog. Camarines;P01960449;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;1;11;1913;1;5;2004;0;0;0;123.373;13.659;0;0;22092;P01960449;Ramos, M.;Kessler, P.
Whitford, HN;64;Kessler, P;01/05/2004 - 31/05/2004;01/04/1904 - 30/04/1904;Bataan;Philippines. Lamao River, Mt. Mariveles. Province of Bataan, Luzon.;P01960450;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;1;4;1904;1;5;2004;0;0;0;120.521;14.517;0;0;64;P01960450;Whitford, H.N.;Kessler, P.
Whitford, HN;1030;Kessler, P;01/05/2004 - 31/05/2004;01/12/1904 - 31/12/1904;Bataan;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;P01960451;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;1;12;1904;1;5;2004;0;0;0;120.511;14.52;0;0;1030;P01960451;Whitford, H.N.;Kessler, P.
Whitford, HN;1315;Chaowasku, T;14/10/2005 - 14/10/2005;01/06/1905 - 30/06/1905;Bataan;Philippines. Lamao River, Mt. Mariveles. Province of Bataan, Luzon.;P01967620;Philippines;Miliusa;viderlii;0;0;0;0;;;1;6;1905;14;10;2005;0;0;0;120.521;14.517;0;0;1315;P01967620;Whitford, H.N.;Chaowasku, T.
Ramos, M;41049;nan;<NA>;01/06/1922 - 30/06/1922;Oriental Mindoro;Philippines. Pinamalayan. Mindoro;P02001226;Philippines;Orophea;sp.;0;0;0;0;;;1;6;1922;;;;0;0;0;121.4801563;13.0386691;0;0;41049;P02001226;Ramos, M.;<NA>
Marche, A;159;nan;<NA>;01/06/1884 - 30/06/1884;Palawan;Busuanga. Ile Busuanga. Philippines;P02001250;Philippines;<NA>;indet.;0;0;0;0;;;1;6;1884;;;;0;0;0;119.9361357;12.1332076;0;0;159;P02001250;Marche, A.;<NA>
Marche, A;197 Bis;nan;<NA>;<NA>;Palawan;ile Culion, Philippines;P02001251;Philippines;<NA>;indet.;0;0;0;0;;Bis;;;;;;;0;0;0;119.97;11.82;0;0;197;P02001251;Marche, A.;<NA>
Escritor, L;20825;Kessler, P;01/05/2004 - 31/05/2004;01/03/1913 - 30/04/1913;Quezon;Philippines. Guinayangan. Province of Tayabas. Luzon;P00404584;Philippines;Marsypopetalum;sp.;0;0;0;0;;;1;3;1913;1;5;2004;0;0;0;122.449;13.895;0;0;20825;P00404584;Escritor, L.;Kessler, P.
Marche, A;10 B;nan;<NA>;<NA>;;Iles Philippines.;P01952487;Philippines;Cananga;odorata;0;0;0;0;;B;;;;;;;0;0;0;;;0;0;10;P01952487;Marche, A.;<NA>
Marche, A;10:00 AM;Kessler, P;09/09/1985 - 09/09/1985;<NA>;;Iles Philippines;P01952489;Philippines;Cananga;odorata;0;0;0;0;;AM;;;;9;9;1985;0;0;0;;;0;0;10;P01952489;Marche, A.;Kessler, P.
Marche, A;10 c;Kessler, P;01/11/2003 - 30/11/2003;01/03/1884 - 31/03/1884;;Philippines;P01952541;Philippines;Cananga;odorata;0;0;0;0;;c;1;3;1884;1;11;2003;0;0;0;;;0;0;10;P01952541;Marche, A.;Kessler, P.
Topacio, T;20010;nan;<NA>;01/09/1909 - 30/09/1909;Bataan;Philippines. Prov. of Bataan, Luzon.;P01960452;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;1;9;1909;;;;0;0;0;120.47;14.6;0;0;20010;P01960452;Topacio, T.;<NA>
Ramos, M;;nan;<NA>;01/08/1916 - 30/09/1916;Nueva Ecija;Philippines. Mt Umingan, Province de Nueva Ecija, Luzon;P01960453;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;<NA>;<NA>;1;8;1916;;;;0;0;0;121.37;15.517;0;0;nan;P01960453;Ramos, M.;<NA>
Ramos, M;;Mols, JB;01/07/1998 - 31/07/1998;01/07/1918 - 31/07/1918;Ilocos Norte;Philippines. Burgos. Ilocos Norte Province. Luzon;P01960454;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;<NA>;<NA>;1;7;1918;1;7;1998;0;0;0;120.6436311;18.5110086;0;0;nan;P01960454;Ramos, M.;Mols, J.B.
Ramos, M;40832;Kessler, P;01/05/2004 - 31/05/2004;01/06/1922 - 30/06/1922;Oriental Mindoro;Philippines. Pinamalayan. Mindoro;P01960455;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;1;6;1922;1;5;2004;0;0;0;121.4801563;13.0386691;0;0;40832;P01960455;Ramos, M.;Kessler, P.
Ramos, M;;Kessler, P;01/05/2004 - 31/05/2004;01/06/1922 - 30/06/1922;Occidental Mindoro;Philippines. Pinamalayan. Mindoro;P01960456;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;<NA>;<NA>;1;6;1922;1;5;2004;0;0;0;121.4801563;13.0386691;0;0;nan;P01960456;Ramos, M.;Kessler, P.
Ramos, M;;Mols, JB;01/07/1998 - 31/07/1998;01/08/1923 - 31/10/1923;Bohol;Philippines. Bohol;P01960457;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;<NA>;<NA>;1;8;1923;1;7;1998;0;0;0;124.2;9.87;0;0;nan;P01960457;Ramos, M.;Mols, J.B.
Ramos, M;;Kessler, P;01/05/2004 - 31/05/2004;01/08/1923 - 31/10/1923;Bohol;Philippines. Bohol;P01960458;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;<NA>;<NA>;1;8;1923;1;5;2004;0;0;0;124.16;9.83;0;0;nan;P01960458;Ramos, M.;Kessler, P.
Cuming;1084;Mols, JB;01/07/1998 - 31/07/1998;<NA>;National Capital Region (NCR);Manille.;P01960459;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;;;;1;7;1998;0;0;0;120.9809674;14.5907332;0;0;1084;P01960459;Cuming;Mols, J.B.
Darling, FW;14850;Mols, JB;01/07/1998 - 31/07/1998;01/05/1919 - 31/05/1919;Nueva Vizcaya;"Philippines. Province of Nueva Vizcaya; Luzon.";P01960460;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;1;5;1919;1;7;1998;0;0;0;121.13;16.35;0;0;14850;P01960460;Darling, F.W.;Mols, J.B.
Elmer, ADE;15168;Mols, JB;01/07/1998 - 31/07/1998;01/11/1915 - 30/11/1915;Sorsogon;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;P01960461;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;1;11;1915;1;7;1998;0;0;0;124.055;12.766;0;0;15168;P01960461;Elmer, A.D.E.;Mols, J.B.
Elmer, ADE;15168;Mols, JB;01/07/1998 - 31/07/1998;01/03/1916 - 31/08/1916;Sorsogon;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon, Luzon.;P01960462;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;1;3;1916;1;7;1998;0;0;0;124.055;12.766;0;0;15168;P01960462;Elmer, A.D.E.;Mols, J.B.
Elmer, ADE;17183;Mols, JB;01/07/1998 - 31/07/1998;01/09/1916 - 30/09/1916;Sorsogon;Irosin (Mt. Bulusan). Province of Sorsogon. Island of Luzon;P01960463;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;1;9;1916;1;7;1998;0;0;0;124.0320966;12.7038417;0;0;17183;P01960463;Elmer, A.D.E.;Mols, J.B.
Loher, A;40;Kessler, P;01/05/2009 - 31/05/2009;06/07/1891 - 06/07/1891;Rizal;Pena de la Cueva de Montalban (Manila). Luzon central;P01960464;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;6;7;1891;1;5;2009;0;0;0;121.165;14.732;0;0;40;P01960464;Loher, A.;Kessler, P.
Loher, A;42;Mols, JB;01/07/1998 - 31/07/1998;08/06/1990 - 08/06/1990;National Capital Region (NCR);Herbarium Philippinense. Rio Macaharing (Manila) Luzon central;P01960465;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;;;8;6;1990;1;7;1998;0;0;0;121.096;14.66;0;0;42;P01960465;Loher, A.;Mols, J.B.
Martelino, A;;Mols, JB;01/07/1998 - 31/07/1998;01/05/1919 - 30/06/1919;Capiz;Philippines. Libacao. Capiz Province. Panay;P01960466;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;<NA>;<NA>;1;5;1919;1;7;1998;0;0;0;122.398;11.4357;0;0;nan;P01960466;Martelino, A.;Mols, J.B.
Ramos, M;;nan;<NA>;01/06/1919 - 30/06/1919;Surigao del Norte;Philippines. Bucas Grande Island;P00411036;Philippines;Oxymitra;oligophlebia;0;0;0;0;<NA>;<NA>;1;6;1919;;;;0;0;0;125.959;9.66;0;0;nan;P00411036;Ramos, M.;<NA>
Meyer, R;2509;nan;<NA>;01/01/1905 - 31/01/1905;Bataan;Philippines. Lamao River, Mt. Mariveles, Province of Batan, Luzon.;P01952546;Philippines;Cananga;odorata;0;0;0;0;;;1;1;1905;;;;0;0;0;120.521;14.517;0;0;2509;P01952546;Meyer, R.;<NA>
Elmer, ADE;17103;nan;<NA>;01/08/1916 - 31/08/1916;Sorsogon;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon. Island of Luzon;P01952553;Philippines;Cananga;odorata;0;0;0;0;;;1;8;1916;;;;0;0;0;124.055;12.766;0;0;17103;P01952553;Elmer, A.D.E.;<NA>
Merrill;466;Merrill;<NA>;01/01/1914 - 31/01/1914;Rizal;Antipolo, Rizal Province, Luzon;P01952554;Philippines;Cananga;odorata;0;0;0;0;;;1;1;1914;;;;0;0;0;121.1758611;14.5870262;0;0;466;P01952554;Merrill;Merrill
Elmer, ADE;17669;nan;<NA>;01/06/1917 - 31/07/1917;Laguna;Philippine Island. Los Baños (Mt. Maquiling), Province of Laguna. Island of Luzon;P01952555;Philippines;Cananga;odorata;0;0;0;0;;;1;6;1917;;;;0;0;0;121.199;14.134;0;0;17669;P01952555;Elmer, A.D.E.;<NA>
Vanoverbergh, M;2638;nan;<NA>;01/12/1912 - 31/12/1912;Mountain Province;Philippines. Bontoc Subprovince, Luzon.;P01952559;Philippines;Cananga;odorata;0;0;0;0;;;1;12;1912;;;;0;0;0;120.977394;17.0891276;0;0;2638;P01952559;Vanoverbergh, M.;<NA>
Whitford, HN;368;nan;<NA>;01/06/1904 - 30/06/1904;Bataan;Philippines. Lamao River, Mt. Mariveles. Province of Bataan, Luzon.;P01952560;Philippines;Cananga;odorata;0;0;0;0;;;1;6;1904;;;;0;0;0;120.521;14.517;0;0;368;P01952560;Whitford, H.N.;<NA>
Borden, TE;1400;nan;<NA>;01/07/1904 - 31/07/1904;Bataan;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;P01952561;Philippines;Cananga;odorata;0;0;0;0;;;1;7;1904;;;;0;0;0;120.521;14.517;0;0;1400;P01952561;Borden, T.E.;<NA>
Ramos, M;1873;nan;01/01/1984 - 31/12/1984;01/08/1914 - 31/08/1914;Batangas;Philippines. Province of Batangas. Luzon;P01960547;Philippines;Anaxagorea;luzonensis;0;0;0;0;;;1;8;1914;1;1;1984;0;0;0;121.08333333333333;13.916666666666666;0;0;1873;P01960547;Ramos, M.;Maas, P.J.M. & Westra, L.Y.T.
Merrill, ED;3136;nan;01/01/1984 - 31/12/1984;01/10/1903 - 31/10/1903;Bataan;Philippines. Lamao River, Mt. Mariveles. Province of Bataan, Luzon.;P01960548;Philippines;Anaxagorea;luzonensis;0;0;0;0;;;1;10;1903;1;1;1984;0;0;0;120.521;14.517;0;0;3136;P01960548;Merrill, E.D.;Maas, P.J.M. et Westra, L.Y.T.
Robinson, CB;9725;nan;01/01/1984 - 31/12/1984;19/02/1910 - 19/02/1910;Laguna;Philippines. Mt. Maquiling. Prov. of Laguna. Luzon;P01960549;Philippines;Anaxagorea;luzonensis;0;0;0;0;;;19;2;1910;1;1;1984;0;0;0;121.199;14.134;0;0;9725;P01960549;Robinson, C.B.;Maas, P.J.M. & Westra, L.Y.T.
Rosenbluth, R;12689;nan;<NA>;01/09/1909 - 30/09/1909;Laguna;Philippines. Mt. Maquiling. Prov. of Laguna. Luzon.;P01960551;Philippines;Anaxagorea;luzonensis;0;0;0;0;;;1;9;1909;;;;0;0;0;121.199;14.134;0;0;12689;P01960551;Rosenbluth, R.;<NA>
Elmer, ADE;16544;nan;01/01/1984 - 31/12/1984;01/07/1916 - 31/07/1916;Sorsogon;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon. Island of Luzon;P01960553;Philippines;Anaxagorea;luzonensis;0;0;0;0;;;1;7;1916;1;1;1984;0;0;0;124.055;12.766;0;0;16544;P01960553;Elmer, A.D.E.;Maas, P.J.M. & Westra, L.Y.T.
Elmer, ADE;17739;nan;01/01/1984 - 31/12/1984;01/06/1917 - 31/07/1917;Laguna;Philippine islands. Los Baños (Mt. Maquiling), Province of Laguna. Island of Luzon.;P01960554;Philippines;Anaxagorea;luzonensis;0;0;0;0;;;1;6;1917;1;1;1984;0;0;0;121.199;14.134;0;0;17739;P01960554;Elmer, A.D.E.;Maas, P.J.M. et Westra, L.Y.T.
Sinclair, J;9464;Sinclair, J;<NA>;30/05/1958 - 30/05/1958;Laguna;Philippines. Above College of Forestry, Mount Makiling, Prov. Laguna, Luzon.;P01960555;Philippines;Anaxagorea;luzonensis;0;0;0;0;;;30;5;1958;;;;0;0;0;121.194;14.137;0;0;9464;P01960555;Sinclair, J.;Sinclair, J.
Callery;8;nan;01/01/1982 - 31/12/1982;01/01/1840 - 31/12/1840;Laguna;Manille - Calawan.;P01960557;Philippines;Anaxagorea;luzonensis;0;0;0;0;;;1;1;1840;1;1;1982;0;0;0;121.3149851;14.1453986;0;0;8;P01960557;Callery;van Benthem, F.DJ.
Loher, A;27;Kessler, P;09/09/1985 - 09/09/1985;01/06/1892 - 30/06/1892;Rizal;Herbarium Philippinenese. Montalban (Manila) Luzon central;P01960558;Philippines;Anaxagorea;luzonensis;0;0;0;0;;;1;6;1892;9;9;1985;0;0;0;121.144;14.7295;0;0;27;P01960558;Loher, A.;Kessler, P.
Loher, A;30;nan;<NA>;26/10/1890 - 26/10/1890;Rizal;Herbarium Philippinense. Monte de la Cueva de Montalban. Luzon central;P01960559;Philippines;Anaxagorea;luzonensis;0;0;0;0;;;26;10;1890;;;;0;0;0;121.165;14.732;0;0;30;P01960559;Loher, A.;<NA>
Ramos, M;17506;nan;<NA>;01/03/1914 - 30/04/1914;Eastern Visayas (Region VIII);Philippines. Samar;P01983240;Philippines;Popowia;polyandra;0;0;0;0;;;1;3;1914;;;;0;0;0;125.11;11.96;0;0;17506;P01983240;Ramos, M.;<NA>
Sablaya, M;26;nan;<NA>;01/02/1916 - 31/03/1916;Northern Samar;Philippine Islands. Catubig River. Samar;P01983241;Philippines;Popowia;polyandra;0;0;0;0;;;1;2;1916;;;;0;0;0;125.05479812622072;12.405389364759577;0;0;26;P01983241;Sablaya, M.;<NA>
Elmer, ADE;14035;nan;<NA>;01/10/1912 - 31/10/1912;Agusan del Norte;Philippine Islands. Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao.;P01983242;Philippines;Popowia;polyandra;0;0;0;0;;;1;10;1912;;;;0;0;0;125.532318;9.1231657;0;0;14035;P01983242;Elmer, A.D.E.;<NA>
Ramos, M;;Merrill, ED;<NA>;01/12/1913 - 31/12/1913;Bicol Region (Region V);Philippine Plants. Prov. of Camarines. Luzon;P01983243;Philippines;Popowia;polyandra;0;0;0;0;<NA>;<NA>;1;12;1913;;;;0;0;0;122.793;14.013;0;0;nan;P01983243;Ramos, M.;Merrill, E.D.
Ramos, M;;nan;<NA>;01/07/1915 - 31/08/1915;Sorsogon;Philiippines. Province of Sorsogon. Luzon.;P01983244;Philippines;Popowia;polyandra;0;0;0;0;<NA>;<NA>;1;7;1915;;;;0;0;0;124.0052543;12.9707848;0;0;nan;P01983244;Ramos, M.;<NA>
Elmer, ADE;13544;nan;<NA>;01/10/1912 - 31/10/1912;Agusan del Norte;Philippine Islands. Cabadbaran (Mt. Urdaneta), province of Agusan. Island of Mindanao.;P01983245;Philippines;Popowia;polyandra;0;0;0;0;;;1;10;1912;;;;0;0;0;125.532318;9.1231657;0;0;13544;P01983245;Elmer, A.D.E.;<NA>
Ramos, M;;nan;<NA>;01/09/1926 - 31/10/1926;Quezon;Philippines. Alabat Island;P01983246;Philippines;Popowia;pisocarpa;0;0;0;0;<NA>;<NA>;1;9;1926;;;;0;0;0;122.03;14.12;0;0;nan;P01983246;Ramos, M.;<NA>
Ramos, M;43372;nan;<NA>;01/08/1923 - 31/10/1923;Bohol;Philippines. Bohol;P01983251;Philippines;Popowia;pisocarpa;0;0;0;0;;;1;8;1923;;;;0;0;0;124.162;9.83;0;0;43372;P01983251;Ramos, M.;<NA>
Elmer, ADE;15555;nan;01/01/1994 - 31/12/1994;01/11/1915 - 30/11/1915;Sorsogon;Philippine islands. Irosin (Mt. Bulusan). Province of Sorsogon. Island of Luzon.;P02007476;Philippines;Meiogyne;virgata;0;0;0;0;;;1;11;1915;1;1;1994;0;0;0;124.057;12.767;0;0;15555;P02007476;Elmer, A.D.E.;van Heusden, E.C.H.
Elmer, ADE;15321;nan;01/01/1994 - 31/12/1994;01/03/1916 - 31/08/1916;Sorsogon;Philippine Islands. Irosin (Mts Bulusan). Province of Sorsogon. Luzon;P02007478;Philippines;Meiogyne;virgata;0;0;0;0;;;1;3;1916;1;1;1994;0;0;0;124.053;12.7689;0;0;15321;P02007478;Elmer, A.D.E.;Van Heusden, E.C.H.
Elmer, ADE;15399;nan;01/01/1994 - 31/12/1994;01/11/1915 - 30/11/1915;Sorsogon;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon, island of Luzon.;P02007487;Philippines;Meiogyne;mindorensis;0;0;0;0;;;1;11;1915;1;1;1994;0;0;0;124.0320966;12.7038417;0;0;15399;P02007487;Elmer, A.D.E.;Van Heusden, E.C.H.
Loher, A;14159;Kessler, P;01/05/2004 - 31/05/2004;01/03/1914 - 31/03/1914;Rizal;Philippines. Luzon. Angilog. Rizal Province;P02007488;Philippines;Meiogyne;mindorensis;0;0;0;0;;;1;3;1914;1;5;2004;0;0;0;121.333;14.883;0;0;14159;P02007488;Loher, A.;Kessler, P.
Ramos, M;;Kessler, P;01/05/2004 - 31/05/2004;01/11/1925 - 31/12/1925;Oriental Mindoro;Philippines. Puerto Galera. Mindoro;P02007489;Philippines;Meiogyne;mindorensis;0;0;0;0;<NA>;<NA>;1;11;1925;1;5;2004;0;0;0;120.9541838;13.5018252;0;0;nan;P02007489;Ramos, M.;Kessler, P.
Ramos, M;39775;Kessler, P;01/05/2004 - 31/05/2004;01/04/1921 - 30/04/1921;Occidental Mindoro;Philippines. Paluan. Mindoro;P02007490;Philippines;Meiogyne;mindorensis;0;0;0;0;;;1;4;1921;1;5;2004;0;0;0;120.4623373;13.4155816;0;0;39775;P02007490;Ramos, M.;Kessler, P.
Ramos, M;;Kessler, P;01/05/2009 - 31/05/2009;01/06/1919 - 30/06/1919;Surigao del Norte;Philippines. Siargao island;P02007491;Philippines;Meiogyne;mindorensis;0;0;0;0;<NA>;<NA>;1;6;1919;1;5;2009;0;0;0;126.05119282649673;9.9051382;0;0;nan;P02007491;Ramos, M.;Kessler, P.
